"Amerika","","","","","","","","","","",""
"Brazilië","","","","","","","","","","",""
"","237093","22-jul-2014","18-nov-2016","3653726","PHILIPS MEDICAL SYSTEMS NEDERLAN","18365739","ASSOCIACAO BENEFICENTE DOURA","standaard particulier","Machinery and electronics","419.284","EKV"
"","694582","02-feb-2006","31-mei-2010","3653726","PHILIPS MEDICAL SYSTEMS NEDERLAN","15405122","HOSPITAL MATERNIDADE FREI GAL","standaard particulier","Machinery and electronics","18.830","EKV"
"","826446","16-apr-2009","31-jul-2012","9937326","LANDESBANK BADEN-WÜRTTEMBERG","15346838","DIPLOMATA S/A INDL E COML T/A: DI","standaard particulier","Machinery and electronics","231.884","EKV"
"","","","","","","","","","Totaal land","669.997",""
"","Venezuela","","","","","","","","","",""
"","27177","07-okt-1993","31-mei-1995","3798504","HASKONING B.V.","4267177","MINISTERIO DE AMBIENTE Y RECUR","onbekend","Other","696.347","EKV"
"","","","","","","","","","Totaal land","696.347",""
