Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
229239649,"De Bible Belt: Een waarachtige zoektocht naar geloof, hoop en liefde in Nederland",Jonah Falke,"Falke, Jonah",,"=""9400410735""","=""9789400410732""",0,4.00,Thomas Rap,Paperback,320,2025,2025,,2025/03/21,to-read,to-read (#160),to-read,,,,0,0
23281693,Grain of Truth: The Real Case For and Against Wheat and Gluten,Stephen Yafa,"Yafa, Stephen",Dana Hickox,"=""1594632499""","=""9781594632495""",0,3.74,Avery,Hardcover,304,2015,2015,,2025/03/17,"audiobook, english, currently-reading","audiobook (#208), english (#486), currently-reading (#50)",currently-reading,,,,1,0
16157092,"Het Zwaard van het Lot (De Hekser, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",Corry van Bree,"=""9049952461""","=""9789049952464""",0,4.27,Mistral,Paperback,429,2012,1992,,2025/03/14,"audiobook, dutch, currently-reading","audiobook (#207), dutch (#255), currently-reading (#49)",currently-reading,,,,1,0
15841320,"De laatste wens (De Hekser, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""9049500366""","=""9789049500368""",4,4.14,De Vliegende Hollander,Paperback,352,2011,1993,2025/03/09,2025/03/08,"audiobook, dutch","audiobook (#206), dutch (#254)",read,,,,1,0
130514,The Happy Isles of Oceania: Paddling the Pacific,Paul Theroux,"Theroux, Paul",,"=""0449908585""","=""9780449908587""",0,4.02,Ballantine,Paperback,528,1993,1992,,2024/11/26,"books-i-own, bought-used, english, paperback, wrong-cover, wrong-edition, did-not-finish","books-i-own (#713), bought-used (#68), english (#482), paperback (#651), wrong-cover (#132), wrong-edition (#123), did-not-finish (#22)",did-not-finish,,,,1,0
60043201,"Life Admin Hacks: The step-by-step guide to saving time and money, reducing the mental load and streamlining your life",Mia Northrop,"Northrop, Mia",Dinah Rowe-Roberts,"=""1460713621""","=""9781460713624""",0,3.57,HarperCollins ,Kindle Edition,400,2022,,,2025/02/09,"audiobook, english, did-not-finish","audiobook (#204), english (#485), did-not-finish (#21)",did-not-finish,,,,1,0
864286,"Faust, and the Urfaust",Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",John R.     Williams,"=""1840221151""","=""9781840221152""",4,3.97,Wordsworth Editions,Paperback,468,1999,,2015/01/01,2022/09/27,"books-i-own, wrong-edition, paperback, english, wrong-cover","books-i-own (#286), wrong-edition (#40), paperback (#271), english (#112), wrong-cover (#76)",read,,,,1,0
40662182,Manual de guerrero de la luz,Paulo Coelho,"Coelho, Paulo",,"=""9707802928""","=""9789707802926""",3,3.52,GRIJALBO MONDADORI,Paperback,157,2000,,2009/02/10,2022/09/27,"books-i-own, paperback, spanish","books-i-own (#296), paperback (#280), spanish (#4)",read,,,,1,0
1165759,"Koning van Katoren (Katoren, #1)",Jan Terlouw,"Terlouw, Jan",Dirk van der Maat,"=""9060690885""","=""9789060690888""",3,4.13,Lemniscaat,Hardcover,168,1971,1971,2025/03/02,2025/02/23,"audiobook, dutch","audiobook (#205), dutch (#253)",read,,,,1,0
20320379,Jevgeni Onegin: een roman in verzen,Alexander Pushkin,"Pushkin, Alexander","L.H.M. Van Stekelenburg, Frans-Joseph van Agt","=""9025406815""","=""9789025406813""",4,4.23,Atlas,Paperback,246,1994,,2020/11/26,2022/09/24,"books-i-own, paperback, english","books-i-own (#93), paperback (#26), english (#246)",read,,,,1,0
311056,The Enneagram: A Christian Perspective,Richard Rohr,"Rohr, Richard",Andreas Ebert,"=""0824519507""","=""9780824519506""",4,4.15,Crossroad,Paperback,296,2001,1989,2025/02/15,2024/11/14,"audiobook, english","audiobook (#196), english (#481)",read,,,,1,0
60618841,a lecture tour,Knut Hamsun,"Hamsun, Knut",,"=""""","=""""",3,3.00,,Unknown Binding,,,,2024/12/18,2024/12/14,"audiobook, english","audiobook (#198), english (#483)",read,,,,1,0
330760,The Subterraneans,Jack Kerouac,"Kerouac, Jack",,"=""0802131867""","=""9780802131867""",4,3.65,Grove Weidenfeld,Paperback,111,1994,1958,2025/02/09,2025/01/22,"audiobook, english","audiobook (#203), english (#484)",read,,,,1,0
3237206,Dorp aan de Rivier,Antoon Coolen,"Coolen, Antoon",,"=""""","=""""",0,3.43,'s-Gravenhage: Nĳgh & Van Ditmar,Paperback,247,1974,1934,,2025/01/24,"books-i-own, bought-used, dutch, hardcover, currently-reading","books-i-own (#715), bought-used (#70), dutch (#252), hardcover (#79), currently-reading (#48)",currently-reading,,,,1,0
12996943,Heilig Pietje de Booy,Herman de Man,"Man, Herman de",,"=""""","=""""",0,0.0,Querido,Hardcover,381,1948,1940,,2025/01/24,to-read,to-read (#159),to-read,,,,0,0
12392359,Het wassende water,Herman de Man,"Man, Herman de",,"=""9020521659""","=""9789020521658""",0,3.30,Westfriesland,Hardcover,188,1991,1925,,2025/01/24,to-read,to-read (#158),to-read,,,,0,0
55884826,Het geschenk,Edith Eger,"Eger, Edith",Elisabeth van Borselen,"=""9400512252""","=""9789400512252""",4,4.43,Lev.,Hardcover,223,2020,2020,2025/01/19,2024/12/17,"audiobook, dutch","audiobook (#199), dutch (#248)",read,,,,1,0
23733408,De stamhouder,Alexander Münninghoff,"Münninghoff, Alexander",,"=""9035142268""","=""9789035142268""",3,3.81,Prometheus Bert Bakker,Hardcover,330,2014,2014,2024/05/28,2024/12/17,"audiobook, dutch","audiobook (#202), dutch (#251)",read,,,,1,0
60057846,"Gelukkiger, wat er ook gebeurt",Tal Ben-Shahar,"Ben-Shahar, Tal",Marthe Philipse,"=""9021436671""","=""9789021436678""",2,4.14,Volt,Paperback,222,2021,,2024/06/15,2024/12/17,"audiobook, dutch","audiobook (#201), dutch (#250)",read,,,,1,0
202931164,De mens is een plofkip,Teun van de Keuken,"Keuken, Teun van de",,"=""9400411332""","=""9789400411333""",3,3.71,Thomas Rap,Kindle Edition,94,2024,2024,2024/08/29,2024/12/17,"audiobook, dutch","audiobook (#200), dutch (#249)",read,,,,1,0
55241627,Portraits - photographie (0000),STEVE MC CURRY,"CURRY, STEVE MC",Donatella Montinaro,"=""0714890715""","=""9780714890715""",4,4.50,PHAIDON FRANCE,Hardcover,512,1999,,,2022/09/25,,,read,,,,1,0
853174,A Million Little Pieces,James Frey,"Frey, James",,"=""0719561027""","=""9780719561023""",3,3.69,John Murray,Paperback,528,2004,2003,,2022/09/25,"books-i-own, paperback, did-not-finish","books-i-own (#258), paperback (#246), did-not-finish (#20)",did-not-finish,,,,1,0
12719506,Drawings On Hands,Serge Onnen,"Onnen, Serge",,"=""097991888X""","=""9780979918889""",2,2.00,J&L Books,Paperback,140,2010,2010,,2022/09/27,hardcover,hardcover (#35),read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",2,4.45,Riverhead Books,Hardcover,372,2007,2007,2022/10/01,2022/09/29,"books-i-own, paperback, english, audiobook, to-read","books-i-own (#528), paperback (#506), english (#11), audiobook (#91), to-read (#157)",to-read,"The usual themes of abuse mixed-up with Islam. Uninspiring, conventional writing style. Boring.",,,1,0
17861735,On First Principles,Origen,"Origen, Origen",,"=""0870612794""","=""9780870612794""",3,4.20,Christian Classics,Paperback,493,2013,215,,2022/10/01,"books-i-own, paperback","books-i-own (#429), paperback (#413)",read,,,,1,0
2476034,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""0099518627""","=""9780099518624""",3,3.93,Vintage,Paperback,338,2007,1961,2024/06/12,2022/10/01,"books-i-own, paperback","books-i-own (#453), paperback (#437)",read,,,,1,0
60897884,Aram 3,Piet Wijn,"Wijn, Piet",,"=""9060711238""","=""9789060711231""",2,3.00,Skarabee,Paperback,192,1974,,2023/11/27,2022/10/01,"books-i-own, paperback","books-i-own (#507), paperback (#486)",read,,,,1,0
60897877,Aram 2,Piet Wijn,"Wijn, Piet",,"=""9060711092""","=""9789060711095""",3,3.00,Skarabee,Paperback,164,1972,,2022/06/15,2022/10/01,"books-i-own, paperback","books-i-own (#506), paperback (#485)",read,,,,1,0
79921389,Indian Art in South America: Pre-Columbian and Contemporary Arts and Crafts,Frederick J. Dockstader,"Dockstader, Frederick J.",,"=""0821201743""","=""9780821201749""",3,3.00,New York Graphic Society,Hardcover,224,1974,,2022/12/29,2023/07/01,"books-i-own, bought-new, english, hardcover, wrong-cover, wrong-edition","books-i-own (#687), bought-new (#34), english (#452), hardcover (#73), wrong-cover (#116), wrong-edition (#110)",read,,,,1,0
2667160,Het lijden van de jonge Werther,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Thérèse Cornips,"=""9025317634""","=""9789025317638""",3,3.69,Athenaeum - Polak & Van Gennep,Hardcover,176,2005,1774,2024/12/14,2024/12/14,"books-i-own, bought-used, dutch, wrong-cover, wrong-edition","books-i-own (#714), bought-used (#69), dutch (#247), wrong-cover (#133), wrong-edition (#124)",read,,,,1,0
13931837,Allemaal andersdenkenden. Omgaan met cultuurverschillen,Geert Hofstede,"Hofstede, Geert","Gert Jan Hofstede, Michael Minkov","=""9047005864""","=""9789047005865""",0,4.11,Business Contact,Paperback,574,2012,1993,,2024/12/02,to-read,to-read (#156),to-read,,,,0,0
180070367,In onze tijd: leven in het calamiteitperk,Tim Fransen,"Fransen, Tim",,"=""9021342618""","=""9789021342610""",3,4.21,Alfabet uitgevers,Kindle Edition,347,2024,2024,2024/10/04,2024/11/14,"audiobook, dutch","audiobook (#197), dutch (#246)",read,,,,1,0
215543760,De havermelkelite,Jonas Kooyman,"Kooyman, Jonas",,"=""9493320782""","=""9789493320789""",3,3.29,Das Mag Uitgeverij B.V.,Kindle Edition,135,2024,,2024/10/31,2024/10/19,"audiobook, dutch","audiobook (#194), dutch (#244)",read,,,,1,0
3542967,Sprookjes van Tolkien,J.R.R. Tolkien,"Tolkien, J.R.R.",W. Wielek-Berg,"=""9027406278""","=""9789027406279""",4,3.77,Het Spectrum,Paperback,151,1972,1945,2024/11/13,2024/10/22,"books-i-own, bought-used, dutch, paperback, wrong-cover, wrong-edition","books-i-own (#712), bought-used (#67), dutch (#245), paperback (#650), wrong-cover (#131), wrong-edition (#122)",read,,,,1,0
348850,Everything Belongs: The Gift of Contemplative Prayer,Richard Rohr,"Rohr, Richard",,"=""0824519957""","=""9780824519957""",0,4.27,PublishDrive,Paperback,192,2003,2003,,2024/10/27,"audiobook, english, currently-reading","audiobook (#195), english (#480), currently-reading (#47)",currently-reading,,,,1,0
21503600,The Power of Feasts: From Prehistory To The Present,Brian Hayden,"Hayden, Brian",,"=""1107617642""","=""9781107617643""",0,4.50,Cambridge University Press,Paperback,440,2014,2014,,2024/10/22,to-read,to-read (#155),to-read,,,,0,0
9687505,De Aleph en andere verhalen,Jorge Luis Borges,"Borges, Jorge Luis",Barber van de Pol,"=""9023458109""","=""9789023458104""",0,4.56,De Bezige Bij,Hardcover,439,2010,1998,,2024/10/10,"books-i-own, bought-used, dutch, paperback, currently-reading","books-i-own (#711), bought-used (#66), dutch (#243), paperback (#649), currently-reading (#46)",currently-reading,,,,1,0
11247833,Elementaire deeltjes,Michel Houellebecq,"Houellebecq, Michel",Martin de Haan,"=""9029522321""","=""9789029522328""",2,3.80,De Arbeiderspers,Paperback,343,2001,1998,2024/10/09,2024/09/08,"books-i-own, bought-used, dutch, paperback","books-i-own (#710), bought-used (#65), dutch (#240), paperback (#648)",read,,,,1,0
35452407,"Engelen: Stralende Beschermers, Gevleugelde Boodschappers",Paola Giovetti,"Giovetti, Paola","D.D. Kondaksis, William Bougeureau","=""9067661643""","=""""",2,3.00,"Rainbow Pocketboeken (Maarten Muntinga B.V., Amsterdam)",Mass Market Paperback,296,1993,1989,2024/09/21,2024/08/11,"dutch, paperback","dutch (#239), paperback (#647)",read,,,,1,0
210362646,Duidelijkheid,Tom-Jan Meeus,"Meeus, Tom-Jan",,"=""9493339297""","=""9789493339293""",3,3.85,Uitgeverij Pluim,Kindle Edition,94,2024,,2024/09/20,2024/09/20,"audiobook, dutch","audiobook (#193), dutch (#242)",read,,,,1,0
60622662,De psychologie van geld,Morgan Housel,"Housel, Morgan",,"=""9021590743""","=""9789021590745""",4,4.30,Kosmos Uitgevers,Paperback,272,2022,2020,2024/09/14,2024/09/09,"audiobook, dutch","audiobook (#192), dutch (#241)",read,,,,1,0
5304,De Profundis and Other Writings,Oscar Wilde,"Wilde, Oscar",Hesketh Pearson,"=""014043089X""","=""9780140430899""",3,4.22,Penguin Books,Paperback,252,1976,,2020/01/01,2022/10/01,"books-i-own, paperback, english","books-i-own (#391), paperback (#377), english (#57)",read,,,,1,0
6522506,The Naked Now: Learning to See as the Mystics See,Richard Rohr,"Rohr, Richard",,"=""0824525434""","=""9780824525439""",5,4.26,Crossroad,Paperback,187,2009,2009,2024/09/04,2024/08/20,"audiobook, english","audiobook (#191), english (#479)",read,,,,1,0
89816485,Around the World in Eighty Days: An adventure novel by the French writer Jules Verne (Around the World in 80 Days),Jules Verne,"Verne, Jules",,"=""1722343648""","=""9781722343644""",4,3.95,CreateSpace Independent Publishing Platform,Paperback,174,2018,1872,,2023/07/28,,,read,,,,0,0
35385265,Jules Verne - Around the World in Eighty Days,Jules Verne,"Verne, Jules",,"=""1535309474""","=""9781535309479""",4,3.95,CreateSpace Independent Publishing Platform,Paperback,100,2016,1872,2023/08/05,2023/07/28,"audiobook, english, wrong-cover","audiobook (#155), english (#454), wrong-cover (#118)",read,,,,1,0
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",4,4.20,Workman Publishing Company,Paperback,352,2019,2009,2024/08/20,2024/08/19,"audiobook, english","audiobook (#190), english (#478)",read,,,,1,0
124950497,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor  García,"García, Héctor",Francesc Miralles,"=""""","=""""",3,3.71,,,208,2017,2016,2024/08/17,2024/08/05,"audiobook, dutch","audiobook (#189), dutch (#238)",read,,,,1,0
11904357,Diary of a Madman,Nikolai Gogol,"Gogol, Nikolai",,"=""0451500407""","=""9780451500403""",4,3.84,Signet Classics,Mass Market Paperback,64,1970,1835,2021/01/11,2021/01/11,"audiobook, english","audiobook (#16), english (#290)",read,,,,1,0
141310682,Limitarianism: The Case Against Extreme Wealth,Ingrid Robeyns,"Robeyns, Ingrid",,"=""0241578191""","=""9780241578193""",0,4.03,Allen Lane,Hardcover,336,2024,2023,,2024/08/09,to-read,to-read (#154),to-read,,,,0,0
7665892,Letter en geest: Een spookverhaal,Frans Kellendonk,"Kellendonk, Frans",,"=""9029013079""","=""9789029013079""",0,3.54,Meulenhoff,Paperback,116,1982,1982,,2024/08/08,to-read,to-read (#153),to-read,,,,0,0
6447077,Mystiek lichaam: Een geschiedenis,Frans Kellendonk,"Kellendonk, Frans",,"=""9029076569""","=""9789029076562""",0,3.53,J.M. Meulenhoff / De Volkskrant,Hardcover,173,2005,1986,,2024/08/08,to-read,to-read (#152),to-read,,,,0,0
60667724,Il Principe,Niccolò Macchiavelli,"Macchiavelli, Niccolò",,"=""8897313361""","=""9788897313366""",3,3.84,LiberLiber,Kindle Edition,100,2013,1513,2006/05/10,2022/10/10,"books-i-own, audiobook, italian, paperback, wrong-cover, wrong-edition","books-i-own (#632), audiobook (#117), italian (#16), paperback (#578), wrong-cover (#109), wrong-edition (#105)",read,,,,1,0
56706159,HBR Guide to Crafting Your Purpose,John  Coleman,"Coleman, John",,"=""1633699838""","=""9781633699830""",0,3.85,Harvard Business Review Press,Paperback,240,2022,,,2024/08/04,"audiobook, english, currently-reading","audiobook (#188), english (#477), currently-reading (#45)",currently-reading,,,,1,0
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",0,4.13,Pantheon,Hardcover,335,2018,2018,,2024/08/04,"audiobook, english, currently-reading","audiobook (#187), english (#476), currently-reading (#44)",currently-reading,,,,1,0
821611,The Story of My Life,Helen Keller,"Keller, Helen",,"=""0553213873""","=""9780553213874""",3,4.08,Bantam Classics,Mass Market Paperback,240,1990,1902,2024/08/04,2024/07/26,audiobook,audiobook (#186),read,,,,1,0
765418,Leaves of Grass: The First (1855) Edition,Walt Whitman,"Whitman, Walt",Malcolm Cowley,"=""0140421998""","=""9780140421996""",5,4.12,Penguin Classics,Paperback,145,1961,1855,2015/01/01,2022/09/27,"books-i-own, paperback, english","books-i-own (#289), paperback (#273), english (#110)",read,,,,1,0
3092204,Die Kraft der Schwachen,Anna Seghers,"Seghers, Anna",,"=""3746651557""","=""9783746651552""",4,3.64,Aufbau-Taschenbuch-Verlag,Paperback,204,1996,1965,2024/07/31,2022/10/09,"books-i-own, bought-used, dutch, paperback, wrong-cover, wrong-edition","books-i-own (#621), bought-used (#5), dutch (#147), paperback (#570), wrong-cover (#105), wrong-edition (#103)",read,,,,1,0
2781939,Het gouden ei,Tim Krabbé,"Krabbé, Tim",,"=""9035124871""","=""9789035124875""",4,3.30,Bert Bakker,Hardcover,97,2003,1984,2024/07/27,2024/07/08,"books-i-own, bought-new, dutch, paperback, wrong-cover, wrong-edition","books-i-own (#709), bought-new (#43), dutch (#236), paperback (#646), wrong-cover (#130), wrong-edition (#121)",read,,,,1,0
211168811,Armoede uitgelegd aan mensen met geld,Tim 'S Jongers,"Jongers, Tim 'S",,"=""9493254461""","=""9789493254466""",4,4.07,De Correspondent,Paperback,186,2024,2024,2024/07/12,2024/07/11,"audiobook, dutch","audiobook (#185), dutch (#237)",read,,,,1,0
25075467,kleine avonturen aan de tap,Simon Carmiggelt,"Carmiggelt, Simon",Charles Boost,"=""""","=""""",4,3.48,Lucas Bols,Paperback,47,1973,1973,2024/07/06,2024/06/15,"books-i-own, bought-used, dutch, paperback","books-i-own (#707), bought-used (#62), dutch (#233), paperback (#644)",read,,,,1,0
9181641,Morgen Zien We Wel Weer,Simon Carmiggelt,"Carmiggelt, Simon",,"=""9029510552""","=""9789029510554""",3,3.67,Arbeiderspers,Paperback,175,1974,1967,2024/07/05,2024/06/17,"books-i-own, bought-used, dutch, paperback, wrong-cover, wrong-edition","books-i-own (#708), bought-used (#63), dutch (#234), paperback (#645), wrong-cover (#129), wrong-edition (#120)",read,,,,1,0
1804909,Zomerhitte,Jan Wolkers,"Wolkers, Jan",,"=""9059650123""","=""9789059650121""",2,2.81,Stichting CPNB,Hardcover,92,2005,2005,2024/06/30,2022/10/01,"books-i-own, hardcover, paperback, bought-used, dutch","books-i-own (#385), hardcover (#43), paperback (#371), bought-used (#64), dutch (#235)",read,,,,1,0
201803278,Dit wil je écht niet weten,Huib Modderkolk,"Modderkolk, Huib",,"=""9463812172""","=""9789463812177""",4,3.90,Podium,Kindle Edition,307,2024,2024,2024/06/25,2024/06/25,,,read,,,,1,0
25898044,How to Be Miserable: 40 Strategies You Already Use,Randy J. Paterson,"Paterson, Randy J.",,"=""1626254060""","=""9781626254060""",3,3.99,New Harbinger Publications,Paperback,248,2016,2016,2024/05/24,2024/02/19,"audiobook, english, did-not-finish","audiobook (#178), english (#475), did-not-finish (#19)",did-not-finish,,,,1,0
61141047,Jij bent de liefde,Juriaan Galavazi,"Galavazi, Juriaan",,"=""9493282007""","=""9789493282001""",3,3.72,S2uitgevers,Paperback,324,2022,,2024/06/09,2024/05/03,"audiobook, dutch","audiobook (#182), dutch (#231)",read,,,,1,0
203114579,Avoidant Help Workbook: Healing the Distance with Easy and Practical Everyday 55+ Exercises for Dismissive Avoidant Attachment Style (Quest to Secure Attachment Series),Alex Kingsman,"Kingsman, Alex",,"=""""","=""""",3,4.12,,Kindle Edition,90,2023,,2024/06/23,2024/06/18,audiobook,audiobook (#183),read,,,,1,0
59130909,Fearful Avoidant Attachment: Understanding and Loving a Partner who Constantly Blows Hot & Cold and Building Trust and Emotional Intimacy,Janis Bryans,"Bryans, Janis",,"=""""","=""""",1,3.13,,Kindle Edition,97,2021,,2024/06/20,2024/06/20,audiobook,audiobook (#184),read,,,,1,0
48328,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""""","=""""",3,3.93,Methuen,Paperback,355,2001,1961,,2024/05/05,bought-new,bought-new (#42),read,,,,0,0
52513609,If on a Winter's Night a Traveller,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""""",4,4.02,Vintage Classics,Paperback,260,1998,1979,2023/06/11,2022/10/01,"books-i-own, paperback, english","books-i-own (#518), paperback (#497), english (#346)",read,,,,1,0
10135977,Sprookjes van de Efteling,Martine Bijl,"Bijl, Martine",Anton Pieck,"=""9026118872""","=""9789026118876""",4,4.28,De Fontein,,95,2004,1974,2024/05/25,2024/05/02,"books-i-own, bought-used, dutch, paperback","books-i-own (#705), bought-used (#60), dutch (#230), paperback (#642)",read,,,,1,0
18758091,De Blik van Heisenberg,Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,3.44,Meulenhoff,Paperback,173,1970,1966,2007/01/01,2024/05/09,"books-i-own, bought-used, dutch, paperback","books-i-own (#706), bought-used (#61), dutch (#232), paperback (#643)",read,,,,1,0
33980263,De fontein: vind je plek: grip op je leven door inzicht in je familiesysteem,Els van Steijn,"Steijn, Els van",,"=""9492331322""","=""9789492331328""",2,3.59,Het Nooderlicht,Hardcover,315,2016,2016,2024/05/04,2024/04/30,"audiobook, dutch, did-not-finish","audiobook (#181), dutch (#229), did-not-finish (#18)",did-not-finish,,,,1,0
43470112,"Relaties, hoe doe je dat?: Versterk je relatie met inzichten uit EFT (Dutch Edition)",Karin Wagenaar,"Wagenaar, Karin",,"=""9089653090""","=""9789089653093""",4,3.78,VAN DUUREN MEDIA,Paperback,176,2016,,2024/05/04,2024/04/07,"books-i-own, bought-new, dutch, paperback","books-i-own (#702), bought-new (#41), dutch (#224), paperback (#639)",read,,,,1,0
23010871,Camera obscura,Hildebrand,"Hildebrand, Hildebrand","Nicolaas Beets, Karel Thole","=""""","=""""",0,3.21,Het Spectrum,Paperback,318,1953,1839,,2024/04/30,"books-i-own, bought-used, dutch, paperback","books-i-own (#704), bought-used (#59), dutch (#228), paperback (#641)",read,,,,1,0
17906167,Sprookjes van Andersen 2,Hans Christian Andersen,"Andersen, Hans Christian",,"=""9027407312""","=""""",4,3.43,Het Spectrum,Paperback,188,1981,1961,2024/04/27,2024/04/13,"books-i-own, bought-used, dutch, paperback","books-i-own (#703), bought-used (#58), dutch (#226), paperback (#640)",read,,,,1,0
202431991,Morele ambitie - Stop met het verspillen van je talent en maak werk van je idealen,Rutger Bregman,"Bregman, Rutger",,"=""9493254577""","=""9789493254572""",3,3.72,De Correspondent,Hardcover,303,2024,2024,2024/04/22,2024/04/13,"audiobook, dutch","audiobook (#180), dutch (#227)",read,,,,1,0
30519850,Pieter Bas: Memoires of gedenkschriften van minister Pieter Bas,Godfried Bomans,"Bomans, Godfried",,"=""""","=""""",3,3.77,Spectrum,Paperback,229,1951,1936,2024/04/10,2024/03/26,"books-i-own, bought-used, dutch, paperback","books-i-own (#701), bought-used (#57), dutch (#223), paperback (#638)",read,,,,1,0
59863302,"De Bijbel (Elementaire deeltjes, #75)",Bert Jan Lietaert Peerbolte,"Peerbolte, Bert Jan Lietaert",Klaas Spronk,"=""9025314120""","=""9789025314125""",4,3.42,Atheneum,Paperback,144,2021,,2024/04/08,2024/04/07,"audiobook, dutch","audiobook (#179), dutch (#225)",read,,,,1,0
198587709,Oersoep,Bregje Hofstede,"Hofstede, Bregje",,"=""9493320197""","=""9789493320192""",4,3.73,Das Mag,Paperback,214,2023,2023,2024/04/07,2024/01/24,"books-i-own, bought-new, dutch, paperback","books-i-own (#697), bought-new (#39), dutch (#219), paperback (#635)",read,,,,1,0
61197131,Stop met aardig zijn: Word jezelf door grenzen te stellen (Dutch Edition),Thomas d'Ansembourg,"d'Ansembourg, Thomas",,"=""9025909922""","=""9789025909925""",3,3.95,Ten Have,Kindle Edition,288,2021,2001,2024/03/29,2024/02/28,"audiobook, dutch","audiobook (#177), dutch (#221)",read,,,,1,0
17906155,Sprookjes van Andersen 1,Hans Christian Andersen,"Andersen, Hans Christian",,"=""9027407304""","=""""",4,3.71,Het Spectrum,Paperback,192,1981,1961,2024/03/20,2024/03/20,"books-i-own, bought-used, dutch, paperback","books-i-own (#700), bought-used (#56), dutch (#222), paperback (#637)",read,,,,1,0
71737,"Being Me, Loving You: A Practical Guide to Extraordinary Relationships (Nonviolent Communication Guides)",Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""1892005166""","=""9781892005168""",4,4.11,PuddleDancer Press,Paperback,80,2005,2005,2024/03/04,2024/02/16,"books-i-own, bought-new, english, paperback","books-i-own (#699), bought-new (#40), english (#474), paperback (#636)",read,,,,1,0
22605193,Facetten: Nieuwe buitelingen I,Godfried Bomans,"Bomans, Godfried",,"=""9010045846""","=""""",4,3.68,Elsevier,Mass Market Paperback,159,1983,1975,2024/03/01,2023/03/19,"books-i-own, bought-used, dutch, paperback","books-i-own (#676), bought-used (#44), dutch (#188), paperback (#619)",read,,,,1,0
185265508,Iets met grenzen stellen - Praktische gids voor duidelijkheid zonder gedoe,Iris Posthouwer,"Posthouwer, Iris",,"=""9026362455""","=""9789026362453""",0,3.89,Ambo Anthos,Paperback,200,2023,,,2023/12/23,"audiobook, dutch, did-not-finish","audiobook (#172), dutch (#215), did-not-finish (#17)",did-not-finish,,,,0,0
3359419,Het pauperparadijs,Suzanna Jansen,"Jansen, Suzanna",,"=""9050188214""","=""9789050188210""",2,3.76,Balans,Paperback,255,2008,2008,2024/02/08,2024/01/16,"audiobook, dutch","audiobook (#176), dutch (#216)",read,,,,1,0
39075977,Een mooie tijd,Godfried Bomans,"Bomans, Godfried",,"=""9010012336""","=""9789010012333""",4,4.00,Elsevier,Paperback,175,1974,,2024/02/09,2023/03/19,"books-i-own, bought-used, dutch, paperback","books-i-own (#677), bought-used (#45), dutch (#189), paperback (#620)",read,,,,1,0
123177582,De eerlijke vinder,Lize Spit,"Spit, Lize",,"=""9059656784""","=""9789059656789""",3,3.62,CPNB,Hardcover,96,2023,2023,2024/02/05,2024/01/31,"books-i-own, bought-used, dutch, hardcover","books-i-own (#698), bought-used (#55), dutch (#220), hardcover (#78)",read,,,,1,0
58204358,"De weg naar financiële vrijheid: Playing with FIRE (Financial Independence, Retire Early (Dutch Edition)",Scott Rieckens,"Rieckens, Scott",,"=""9021579367""","=""9789021579368""",2,3.75,Kosmos Uitgevers,Kindle Edition,240,2021,2019,2021/11/27,2022/10/10,"audiobook, dutch","audiobook (#122), dutch (#159)",read,,,,1,0
56844101,De weg naar financiële vrijheid,Scott Rieckens,"Rieckens, Scott",,"=""9021579359""","=""9789021579351""",2,3.75,VBK Media,Paperback,240,2021,2019,2021/12/06,2021/12/06,,,read,,,,1,0
12521646,Kom eens om een keizer,Max Dendermonde,"Dendermonde, Max",,"=""""","=""""",0,2.40,CPNB,Paperback,159,1968,1968,,2022/09/29,"books-i-own, paperback, dutch, did-not-finish","books-i-own (#346), paperback (#326), dutch (#218), did-not-finish (#16)",did-not-finish,,,,0,0
12806948,De Nachtbruid,Frederik van Eeden,"Eeden, Frederik van",,"=""""","=""""",3,3.28,,,,1909,1906,2024/01/23,2023/12/29,"books-i-own, bought-used, dutch, paperback","books-i-own (#696), bought-used (#54), dutch (#217), paperback (#634)",read,,,,1,0
3090109,How to Be an Explorer of the World: Portable Life Museum,Keri Smith,"Smith, Keri",,"=""0399534601""","=""9780399534607""",3,4.14,Penguin Books,Paperback,208,2008,2008,2024/01/20,2023/03/11,english,english (#441),read,,,,1,0
