"boeterente EUR","0","0","0","0","0","0","0","0","0","0","0","0","0"
"totaal EUR","","","","","","","1.392.865","278.426","0","0","0","0","1.671.291"
"aflossing AW","0","0","0","0","0","0","3.219.000","0","0","0","0","0","3.219.000"
"rente** AWG","0","0","0","0","0","0","121.209","0","0","0","0","0","121.209"
"boeterente AWG","0","0","0","0","0","0","0","0","0","0","0","0","0"
"totaal AWG","","","","","","","3.340.209","0","0","0","0","0","3.340.209"
"aflossing EUR","48.146.702","6.222.130","2.737.725","2.382.956","2.288.842","20.136.153","10.510.474","3.995.747","3.728.176","3.053.204","3.124.355","20.347.652","126.674.117"
"rente** EUR","12.273.200","1.001.159","813.828","614.510","559.776","2.817.801","5.446.775","2.475.633","2.471.563","2.004.614","1.972.980","14.474.480","46.926.321"
"boeterente EUR","13.190.744","0","0","0","0","0","0","0","0","0","0","0","13.190.744"
